Time;Electrical energy demand in kW;Heating energy  demand in kW;DHW demand in kW
18:52;0,41;3,87;0
18:53;0,37;0;0
18:54;0,33;0;0
18:55;0,25;0;0
18:56;0,27;0;0
18:57;0,33;3,87;0
18:58;0,33;3,87;0
18:59;0,33;7,73;0
19:00;0,51;3,87;3,8
19:01;0,68;0;0
19:02;0,68;3,87;0
19:03;0,67;0;0
19:04;0,71;0;0
19:05;0,75;0;0
19:06;0,72;3,87;0
19:07;0,69;0;0
19:08;0,69;0;0
19:09;0,69;0;0
19:10;0,69;0;0
19:11;0,69;0;0
19:12;0,66;0;0
19:13;0,62;0;0
19:14;0,62;0;0
19:15;0,62;0;0
19:16;0,66;0;0
19:17;0,72;3,87;0
19:18;0,74;3,87;0
19:19;0,73;3,87;0
19:20;0,78;0;0
19:21;0,84;0;0
19:22;0,83;3,87;0
19:23;0,83;0;0
19:24;0,83;0;0
19:25;0,9;0;0
19:26;0,98;0;0
19:27;0,99;3,87;0
19:28;0,98;0;0
19:29;0,96;0;0
19:30;1;0;0
19:31;1,07;0;0
19:32;0,97;0;0
19:33;0,95;0;0
19:34;1,01;0;0
19:35;1;0;0
19:36;0,99;0;0
19:37;1,04;0;0
19:38;1,09;3,87;0
19:39;1,09;3,87;0
19:40;1,08;3,87;0
19:41;1,07;3,87;0
19:42;1,06;0;0
19:43;1,05;0;0
19:44;1,07;3,87;0
19:45;1,08;0;0
19:46;1,1;0;0
19:47;1,16;0;0
19:48;1,22;0;0
19:49;1,22;0;0
19:50;1,24;3,87;0
19:51;1,25;0;0
19:52;1,25;0;0
19:53;1,22;0;0
19:54;1,09;0;0
19:55;1;0;0
19:56;1;0;0
19:57;1;0;0
19:58;1,05;0;0
19:59;1,11;3,87;0
20:00;1,1;3,87;0
20:01;1,1;3,87;0
20:02;1,1;0;0
20:03;1,18;3,87;0
20:04;1,27;0;0
20:05;1,33;0;0
20:06;1,36;0;0
20:07;1,54;3,87;0
20:08;1,54;0;0
20:09;1,35;0;0
20:10;1,36;0;0
20:11;1,38;0;0
20:12;1,4;0;0
20:13;1,33;0;0
20:14;1,51;0;0
20:15;1,06;0;0
20:16;1,04;0;0
20:17;1,04;0;0
20:18;1,09;0;0
20:19;1,14;3,87;0
20:20;1,14;7,73;0
20:21;1,15;3,87;0
20:22;1,15;3,87;0
20:23;1,13;3,87;0
20:24;1,13;0;0
20:25;1,55;3,87;0
20:26;1,87;0;0
20:27;1,37;0;0
20:28;1,12;0;0
20:29;1,12;0;0
20:30;1,08;3,87;0
20:31;1,04;0;0
20:32;1,13;0;0
20:33;1,2;0;0
20:34;1,13;0;0
20:35;1,08;0;0
20:36;1,07;0;0
20:37;1,07;0;0
20:38;1,12;0;0
20:39;1,2;3,87;0
20:40;1,24;3,87;0
20:41;1,21;3,87;0
20:42;1,17;0;0
20:43;1,17;3,87;0
20:44;1,16;0;0
20:45;1,16;0;0
20:46;1,16;3,87;0
20:47;1,15;0;0
20:48;1,16;0;0
20:49;1,17;0;0
20:50;1,17;0;0
20:51;1,16;0;0
20:52;1,16;0;0
20:53;1,17;0;0
20:54;1,15;0;0
20:55;1,13;0;0
20:56;1,11;0;0
20:57;1,1;0;0
20:58;1,13;0;0
20:59;1,18;3,87;0
21:00;1,19;3,87;0
21:01;1,21;3,87;0
21:02;1,22;0;0
21:03;1,19;0;0
21:04;1,15;3,87;0
21:05;1,18;0;0
21:06;1,21;0;0
21:07;1,18;0;0
21:08;1,14;0;0
21:09;1,15;0;0
21:10;1,15;3,87;0
21:11;1,14;0;0
21:12;1,14;0;0
21:13;1,17;0;0
21:14;1,17;0;0
21:15;1,11;0;0
21:16;1,08;0;0
21:17;1,12;0;0
21:18;1,14;0;0
21:19;1,13;0;0
21:20;1,1;0;0
21:21;1,13;0;0
21:22;1,19;3,87;0
21:23;1,2;3,87;0
21:24;1,26;0;0
21:25;1,3;0;0
21:26;1,61;3,87;0
21:27;1,62;0;0
21:28;1,63;0;0
21:29;1,92;0;0
21:30;1,62;3,87;0
21:31;1,31;0;0
21:32;1,27;0;0
21:33;1,26;0;0
21:34;1,26;0;0
21:35;1,25;0;0
21:36;1,25;0;0
21:37;1,25;0;0
21:38;1,25;0;0
21:39;1,22;0;0
21:40;1,22;0;0
21:41;1,18;0;0
21:42;1,37;0;0
21:43;1,36;0;0
21:44;1,17;0;0
21:45;1,28;3,87;0
21:46;1,25;3,87;0
21:47;1,22;0;0
21:48;1,22;3,87;0
21:49;1,22;0;0
21:50;1,22;0;0
21:51;1,15;3,87;0
21:52;1,08;0;0
21:53;1,08;0;0
21:54;1,08;0;0
21:55;1,1;0;0
21:56;1,13;0;0
21:57;1,13;0;0
21:58;1,11;3,87;0
21:59;2,08;0;0
22:00;2,05;0;0
22:01;2,15;0;0
22:02;3,24;0;0
22:03;3,24;0;0
22:04;3,29;0;0
22:05;3,34;3,87;0
22:06;3,34;3,87;0
22:07;3,32;0;0
22:08;3,31;3,87;0
22:09;3,31;0;0
22:10;3,31;0;0
22:11;3,3;3,87;0
22:12;3,28;0;0
22:13;3,29;0;0
22:14;2,2;0;0
22:15;1,12;0;0
22:16;1,13;3,87;0
22:17;1,13;0;0
22:18;1,13;0;0
22:19;1,13;0;0
22:20;2,19;0;0
22:21;3,24;0;0
22:22;3,23;0;0
22:23;2,1;0;0
22:24;1,01;0;0
22:25;1,06;3,87;0
22:26;1,06;3,87;0
22:27;1,06;3,87;0
22:28;1,05;3,87;0
22:29;2,14;0;0
22:30;3,24;3,87;0
22:31;3,22;0;0
22:32;2,12;3,87;0
22:33;1,05;0;0
22:34;1,05;0;0
22:35;1,05;0;0
22:36;1,05;0;0
22:37;1,02;0;0
22:38;2,12;0;0
22:39;3,3;0;0
22:40;3,34;3,87;0
22:41;2,21;0;0
22:42;1,12;0;3,8
22:43;1,12;0;7,61
22:44;1,13;0;0
22:45;1,21;0;19,01
22:46;1,22;11,6;0
22:47;1,1;11,6;0
22:48;2,07;7,73;0
22:49;3,08;7,73;0
22:50;3,01;0;0
22:51;1,89;3,87;0
22:52;0,78;0;0
22:53;0,74;0;0
22:54;0,75;3,87;0
22:55;0,79;0;0
22:56;0,79;0;0
22:57;0,79;0;0
22:58;0,79;0;0
22:59;0,72;0;0
23:00;0,64;0;0
23:01;0,64;0;0
23:02;0,59;0;0
23:03;0,56;0;0
23:04;0,56;0;0
23:05;0,56;0;0
23:06;0,55;0;0
23:07;0,55;0;0
23:08;0,55;0;0
23:09;0,55;0;0
23:10;0,56;0;0
23:11;0,55;0;0
23:12;0,54;0;0
23:13;0,56;0;0
23:14;0,56;0;0
23:15;0,54;0;0
23:16;0,54;0;0
23:17;0,49;0;0
23:18;0,3;0;0
23:19;0,16;0;0
23:20;0,11;0;0
23:21;0,17;0;0
23:22;0,21;0;0
23:23;0,17;0;0
23:24;0,17;0;0
23:25;0,17;0;0
23:26;0,17;0;0
23:27;0,16;0;0
23:28;0,16;0;0
23:29;0,16;0;0
23:30;0,16;0;0
23:31;0,16;0;0
23:32;0,16;0;0
23:33;0,16;0;0
23:34;0,18;0;0
23:35;0,21;0;0
23:36;0,18;0;0
23:37;0,16;0;0
23:38;0,16;0;0
23:39;0,16;0;0
23:40;0,16;0;0
23:41;0,16;0;0
23:42;0,19;0;0
23:43;0,22;0;0
23:44;0,23;0;0
23:45;0,23;3,87;0
23:46;0,23;0;0
23:47;0,22;0;0
23:48;0,22;0;0
23:49;0,22;0;0
23:50;0,22;0;0
23:51;0,22;0;0
23:52;0,22;0;0
23:53;0,22;0;0
23:54;0,18;0;0
23:55;0,16;0;0
23:56;0,15;0;0
23:57;0,15;0;0
23:58;0,15;0;0
23:59;0;0;0
